href,title
thunder://QUFmdHA6Ly9keTpkeUB4bGEuMnR1LmNjOjIwNjU1L1vRuMDXz8LU2Hd3dy4ydHUuY2Nd1tW94dXfMjAxOC61vNHdvPS8rbDmLkJEMTAyNLjfx+XW0NOiy6vX1i5ta3ZaWg==,终结者2018导演剪辑版BD1024高清中英双字
thunder://QUFmdHA6Ly9keTpkeUB4bGouMnR1LmNjOjIwMzM4L1vRuMDXz8LU2Hd3dy4ydHUuY2Nd1tW94dXfNC5CRDEyODCzrMflufrTosur0+/Lq9fWLm1rdlpa,终结者4BD1280超清国英双语双字
thunder://QUFlZDJrOi8vfGZpbGV8JUU5JUE1JUE1JUU5JUE1JUJGJUU2JUI4JUI4JUU2JTg4JThGMyVFRiVCQyU5QSVFNSU5OCVCMiVFNyVBQyU5MSVFOSVCOCU5RiVFRiVCQyU4OCVFNCVCOCU4QSVFRiVCQyU4OS5CRDEyODAlRTglQjYlODUlRTYlQjglODUlRTQlQjglQUQlRTglOEIlQjElRTUlOEYlOEMlRTUlQUQlOTcubXA0fDI0MzY3MjQwNDZ8Q0Y5RTAyMjIwQzMyNTVGN0JGNzRGN0Y5NDM0MTgzMzN8aD1GQTVGTkFQWU1VS09WVldMQVJWNVFWNEFFVkE2Mzc3UnwvWlo=,饥饿游戏3：嘲笑鸟（上）BD1280超清中英双字
thunder://QUFlZDJrOi8vfGZpbGV8JUU5JUE1JUE1JUU5JUE1JUJGJUU2JUI4JUI4JUU2JTg4JThGMyVFRiVCQyU5QSVFNSU5OCVCMiVFNyVBQyU5MSVFOSVCOCU5RiVFRiVCQyU4OCVFNCVCOCU4QSVFRiVCQyU4OS5CRDEyODAlRTklQUIlOTglRTYlQjglODUlRTQlQjglQUQlRTglOEIlQjElRTUlOEYlOEMlRTUlQUQlOTcubXA0fDE1MTUzODM5NjV8OUYxNTgzQkNEQUVBN0VDNTdCMjI3MjdFM0ZCQzgxMEF8aD1YQUtXQTJFREJSRFlVVkFSVDREN0M0SE1LMjdERUpaTHwvWlo=,饥饿游戏3：嘲笑鸟（上）BD1280高清中英双字
thunder://QUFmdHA6Ly82djo2dkA2LjY2eXMub3JnOjEyNjAvWzZ2tefTsHd3dy5keTEzMS5jb21dvNPA1bHIuqO1wTRCRNbQ06LLq9fWMTI4MLjfx+Uucm12Ylpa,加勒比海盗4BD中英双字1280高清
thunder://QUFmdHA6Ly82OjZAZnRwLjY2eXMub3JnOjQ1Mjgvob42drXn07B3d3cuZHkxMzEuY29tob+808DVsci6o7XBNEJE1tDTosur19YxMDI0uN/H5S5ybXZiWlo=,加勒比海盗4BD中英双字1024高清
thunder://QUFmdHA6Ly9keTpkeUB4bGEueHVuYm8uY2M6MTA0NDAvW9G4wNfPwtTYd3d3Llh1bkJvLkNjXcLMvt7IyzEuQkQxMDI0uN/H5dbQ06LLq9fWQ0QxLnJtdmJaWg==,绿巨人1BD1024高清中英双字CD1
thunder://QUFmdHA6Ly9keTpkeUB4bGEueHVuYm8uY2M6MTA0NDAvW9G4wNfPwtTYd3d3Llh1bkJvLkNjXcLMvt7IyzEuQkQxMDI0uN/H5dbQ06LLq9fWQ0QyLnJtdmJaWg==,绿巨人1BD1024高清中英双字CD2
thunder://QUFmdHA6Ly9keTpkeUB4bGEueHVuYm8uY2M6MTA0NDAvW9G4wNfPwtTYd3d3Llh1bkJvLkNjXcLMvt7IyzEuQkQxMDI0uN/H5dbQ06LLq9fWQ0QzLnJtdmJaWg==,绿巨人1BD1024高清中英双字CD3
thunder://QUFmdHA6Ly93d3c6cGlhb2h1YS5jb21AZHkxMjYucGlhb2h1YS5jb206MjAyODkvxq67qLXn07BwaWFvaHVhLmNvbbvDysDXt9fZQkQxMjgwuN/H5dbQ06LLq9fWLnJtdmJaWg==,幻世追踪BD1280高清中英双字
thunder://QUFmdHA6Ly95Z2R5ODp5Z2R5OEB5MjAxLmR5Z29kLm9yZzoxMTY3L1vR9LnitefTsHd3dy55Z2R5OC5jb21dLrvDysDXt9fZLkhELjcyMHAu1tDTosur19bEuy5ybXZiWlo=,幻世追踪HD720p中英双字幕
thunder://QUFlZDJrOi8vfGZpbGV8JUU1JUI5JUJCJUU0JUI4JTk2JUU4JUJGJUJEJUU4JUI4JUFBLkhEMTAyNCVFOSVBQiU5OCVFNiVCOCU4NSVFNCVCOCVBRCVFOCU4QiVCMSVFNSU4RiU4QyVFNSVBRCU5Ny5tcDR8ODc3OTMxNjc3fDg0MjAyNEQ0OTE4QTg5NjJGMEJBNjY2MUZCMjJDNDI0fGg9UVk3NDVRT0FYNkhQNkUzRlZWN0xRRlJGNzQ0RVFITk58L1pa,幻世追踪HD1024高清中英双字
thunder://QUFlZDJrOi8vfGZpbGV8JUU1JUI5JUJCJUU0JUI4JTk2JUU4JUJGJUJEJUU4JUI4JUFBLkhEMTI4MCVFOCVCNiU4NSVFNiVCOCU4NSVFNCVCOCVBRCVFOCU4QiVCMSVFNSU4RiU4QyVFNSVBRCU5Ny5tcDR8MjA2OTI4MTgyNXw4MDJFMjUyNDMxRTI2ODY1NjE3MzAwMjJBQTQ2RTY0MnxoPU5MRENEMkc2TDJIUU1CWDdWV1JRWkxEQTNKQkJOSldBfC9aWg==,幻世追踪HD1280超清中英双字
thunder://QUFmdHA6Ly82dmR5OjZ2ZHlAZnRwMy5rYW42Ni5jb206MTIwMy+hvtfu0MK159Owd3d3LjY2ZS5jY6G/1u7J8dau1b1CRNbQ06LLq9fWMTAyNLjfx+Uucm12Ylpa,诸神之战BD中英双字1024高清
thunder://QUFodHRwOi8vYnQubG9sZHl0dC5jb20vYnQvob5MT0y159OwzOzMw3d3dy5sb2xkeXR0LmNvbaG/W9buyfHWrtW9XVs3MjBQXS50b3JyZW50Wlo=,[诸神之战][720P].torrent
thunder://QUFlZDJrOi8vfGZpbGV8JUU3JUJCJTg4JUU3JUJCJTkzJUU4JTgwJTg1MjAxOC5CRDEyODAlRTglQjYlODUlRTYlQjglODUlRTclODklQjklRTYlOTUlODglRTUlOUIlQkQlRTclQjIlQTQlRTglOEIlQjElRTQlQjglODklRTglQUYlQUQlRTQlQjglQUQlRTglOEIlQjElRTUlOEYlOEMlRTUlQUQlOTcubXA0fDI4MjE2NzkxODh8OUEzNERENzZGMDI2NENGOEY5NkU4OUE3NEZDNUYzMkJ8aD1ES0UyM0U0N1NYTjY3REFQWlMzT1RLTVVUM05HRTI2MnwvWlo=,终结者2018BD1280超清特效国粤英三语中英双字
thunder://QUFlZDJrOi8vfGZpbGV8JUU5JUE1JUE1JUU5JUE1JUJGJUU2JUI4JUI4JUU2JTg4JThGMyVFRiVCQyU5QSVFNSU5OCVCMiVFNyVBQyU5MSVFOSVCOCU5RiVFRiVCQyU4OCVFNCVCOCU4QSVFRiVCQyU4OS5CRDEwMjQlRTklQUIlOTglRTYlQjglODUlRTQlQkYlQUUlRTYlQUQlQTMlRTQlQjglQUQlRTglOEIlQjElRTUlOEYlOEMlRTUlQUQlOTcubXA0fDExNTA2NDY0MTR8RkM2RTEwOEZEQTgyRjMwMUQ0Qzg4MkFDMDBFQTQ2RkJ8aD1SRENHWVhMWkQ1UVI0Sjc0WUlFWVFHTlJSV09SMlZLQ3wvWlo=,饥饿游戏3：嘲笑鸟（上）BD1024高清修正中英双字
thunder://QUFlZDJrOi8vfGZpbGV8JUU5JUE1JUE1JUU5JUE1JUJGJUU2JUI4JUI4JUU2JTg4JThGMyVFRiVCQyU5QSVFNSU5OCVCMiVFNyVBQyU5MSVFOSVCOCU5RiVFRiVCQyU4OCVFNCVCOCU4QSVFRiVCQyU4OS5CRDEyODAlRTglQjYlODUlRTYlQjglODUlRTQlQkYlQUUlRTYlQUQlQTMlRTQlQjglQUQlRTglOEIlQjElRTUlOEYlOEMlRTUlQUQlOTcubXA0fDI0MzY2OTk2NTh8QzE0NTkyRDI0NDgxRjVFMTcwNEExRjFCQzQ3QjlGMjd8aD1FS0VZVVMyVkZVVjYyQ0lCWlFSN0IzNkJKUFBGSEVKNXwvWlo=,饥饿游戏3：嘲笑鸟（上）BD1280超清修正中英双字
thunder://QUFodHRwOi8vYnQubG9sZHl0dC5jb20vYnQvob5MT0y159OwzOzMw3d3dy5sb2xkeXR0LmNvbaG/W7zTwNWxyLqjtcGjur6qzM651sDLXVs3MjBQXS50b3JyZW50Wlo=,[加勒比海盗：惊涛怪浪][720P].torrent
thunder://QUFmdHA6Ly9keTpkeUB4bGEueHVuYm8uY2M6MjAzNDAvW9G4wNfPwtTYd3d3Llh1bkJvLkNjXcLMvt7IyzEuQkQxMjgwuN/H5dbQ06LLq9fWLnJtdmJaWg==,绿巨人1BD1280高清中英双字
thunder://QUFmdHA6Ly9keTpkeUB4bGouMnR1LmNjOjEwMzY4L1vRuMDXz8LU2Hd3dy4ydHUuY2Ndwsy+3sjLLkJEMTI4MLOsx+W5+tOiy6vT78ur19YubWt2Wlo=,绿巨人BD1280超清国英双语双字
thunder://QUFmdHA6Ly9keTpkeUB4bGouMnR1LmNjOjEwMzc1L1vRuMDXz8LU2Hd3dy4ydHUuY2Ndwsy+3sjLLkJEMTAyNLjfx+W5+tPv1tDX1i5ybXZiWlo=,绿巨人BD1024高清国语中字
thunder://QUFlZDJrOi8vfGZpbGV8JUU1JUI5JUJCJUU0JUI4JTk2JUU4JUJGJUJEJUU4JUI4JUFBLkhEMTI4MCVFOSVBQiU5OCVFNiVCOCU4NSVFNCVCOCVBRCVFOCU4QiVCMSVFNSU4RiU4QyVFNSVBRCU5Ny5tcDR8MTE1NTcyMDEyMnxGMTNDQ0E3QjA3ODJDRTM1Q0Q1NzY4Qjg5NzYzMEE0MnxoPVU3Q0RISlc2QlBBV1E1Vk0yV0lTWE1DMkVBQTRSUk4yfC9aWg==,幻世追踪HD1280高清中英双字
thunder://QUFmdHA6Ly90djI6dHYyQHhsLjc3ZHMuY29tOjEyNDIyL1vG38bftefK03d3dy43N2RzLmNvbV27w8rA17fX2UJE1tDTosur19Yucm12Ylpa,幻世追踪BD中英双字
thunder://QUFmdHA6Ly9iOmJAZHguZGwxMjM0LmNvbTo4MDA2L1u159OwzOzMw3d3dy5keTIwMTguY29tXbvDysDXt9fZQkTW0NOiy6vX1i5ybXZiWlo=,幻世追踪BD中英双字
thunder://QUFlZDJrOi8vfGZpbGV8JUU3JUJCJTg4JUU3JUJCJTkzJUU4JTgwJTg1MjAxOC5CRDEyODAlRTklQUIlOTglRTYlQjglODUlRTclODklQjklRTYlOTUlODglRTQlQjglQUQlRTglOEIlQjElRTUlOEYlOEMlRTUlQUQlOTcubXA0fDE0MzUwMjk1NTJ8NzBGM0MyMUYyRDJGM0QzNzY1MkQyMTNGRjI0RTYxN0R8aD1PVldXVDJKWTdSMlRGRzZLQVNGWVFTSldNSlhKTkJQMnwvWlo=,终结者2018BD1280高清特效中英双字
thunder://QUFlZDJrOi8vfGZpbGV8JWUzJTgwJTkwTE9MJWU3JTk0JWI1JWU1JWJkJWIxJWU1JWE0JWE5JWU1JWEwJTgyd3d3LmxvbGR5dHQuY29tJWUzJTgwJTkxJUU3JUJCJTg4JUU3JUJCJTkzJUU4JTgwJTg1NC5CRDEyODAlRTglQjYlODUlRTYlQjglODUlRTUlOUIlQkQlRTclQjIlQTQlRTglOEIlQjElRTQlQjglODklRTglQUYlQUQlRTQlQjglQUQlRTglOEIlQjElRTUlOEYlOEMlRTUlQUQlOTcubXA0fDI4NDQ5NTI4NTB8NDM4MjQ0NzMzRUI2QUFCNTFFRDFEQzlENkMzNEVBN0J8aD1ERVQyWEdHVTY1SzNUWUNUWkFYSE9EVlFZNVBIU1BZVnwvWlo=,终结者4BD1280超清国粤英三语中英双字
thunder://QUFlZDJrOi8vfGZpbGV8JUU5JUE1JUE1JUU5JUE1JUJGJUU2JUI4JUI4JUU2JTg4JThGMyVFRiVCQyU5QSVFNSU5OCVCMiVFNyVBQyU5MSVFOSVCOCU5RiVFRiVCQyU4OCVFNCVCOCU4QSVFRiVCQyU4OS5CRDEyODAlRTklQUIlOTglRTYlQjglODUlRTQlQkYlQUUlRTYlQUQlQTMlRTQlQjglQUQlRTglOEIlQjElRTUlOEYlOEMlRTUlQUQlOTcubXA0fDE1MTUzNTQ0NjB8RTlEQzZEMjUwQTZBNjY4MEMzRjY4MDM4NjYwQzc2RDN8aD1RS1JGRUxUWTdCUUMySFlFWEZPMldRVEFCNTdCWkpPTHwvWlo=,饥饿游戏3：嘲笑鸟（上）BD1280高清修正中英双字
thunder://QUFmdHA6Ly90djI6dHYyQHhsLjc3ZHMuY29tOjEyNTQxL1vG38bftefK03d3dy43N2RzLmNvbV28orb2087PtzOzsNCmxPEucm12Ylpa,饥饿游戏3嘲笑鸟
thunder://QUFmdHA6Ly95Z2R5ODp5Z2R5OEB5MjAxLmR5Z29kLm9yZzoxMjAwL1vR9LnitefTsHd3dy55Z2R5OC5jb21dLryitvbTzs+3M6O6s7DQpsTxo6jJz6OpLkJELjcyMHAu1tDTosur19bEuy5ybXZiWlo=,饥饿游戏3：嘲笑鸟（上）BD720p中英双字幕
thunder://QUFlZDJrOi8vfGZpbGV8JUU3JUJCJUJGJUU1JUI3JUE4JUU0JUJBJUJBLkJEMTI4MCVFOCVCNiU4NSVFNiVCOCU4NSVFNyU4OSVCOSVFNiU5NSU4OCVFNSU5QiVCRCVFNyVCMiVBNCVFOCU4QiVCMSVFNCVCOCU4OSVFOCVBRiVBRCVFNCVCOCVBRCVFOCU4QiVCMSVFNSU4RiU4QyVFNSVBRCU5Ny5tcDR8MzI0NjAwNjMxMHw2OTM2QzJGRjMwQjc0RTU1NEIzMTQ4NzE5QkE2RjJCMnxoPU9KN09TNkw3RkxYWE9TV0JNWVhXMllQNkRSU1VMS0Q2fC9aWg==,绿巨人BD1280超清特效国粤英三语中英双字
thunder://QUFlZDJrOi8vfGZpbGV8JUU1JUI5JUJCJUU0JUI4JTk2JUU4JUJGJUJEJUU4JUI4JUFBQkQlRTQlQjglQUQlRTglOEIlQjElRTUlOEYlOEMlRTUlQUQlOTcxMjgwJUU5JUFCJTk4JUU2JUI4JTg1JUUzJTgwJTkwTE9MJWU3JTk0JWI1JWU1JWJkJWIxJWU1JWE0JWE5JWU1JWEwJTgyd3d3LmxvbGR5dHQuY29tJUUzJTgwJTkxLnJtdmJ8MTAzNjEyMzA0OXxEQTE5QTlBNjZFQzI2M0E1MDlBMUEwRjJBOThBNDdBNXxoPVBKS0pSSERVM1dYSTZSSVpUNkEyVzc2Q0JEUkg0RUFFfC9aWg==,幻世追踪BD中英双字1280高清
thunder://QUFmdHA6Ly95Z2R5ODp5Z2R5OEB5MjAxLmR5Z29kLm9yZzoxMjA0L1vR9LnitefTsHd3dy55Z2R5OC5jb21dLrvDysDXt9fZLkJELjcyMHAu1tDTosur19bEuy5ybXZiWlo=,幻世追踪BD720p中英双字幕
thunder://QUFlZDJrOi8vfGZpbGV8JUU1JUI5JUJCJUU0JUI4JTk2JUU4JUJGJUJEJUU4JUI4JUFBLkJEMTI4MCVFOCVCNiU4NSVFNiVCOCU4NSVFNCVCOCVBRCVFOCU4QiVCMSVFNSU4RiU4QyVFNSVBRCU5Ny5tcDR8MTg1Nzk0NjcxNXxBMUNDRTA5RUFGOEFBOENDQTBFQzNFQkFEQkVFQ0NGNHxoPU5QVzdTN1BVU1ZZNUw1N1NCQzI1SDNDV0JDVVdZWFdFfC9aWg==,幻世追踪BD1280超清中英双字
thunder://QUFmdHA6Ly9keWdvZDM6ZHlnb2QzQGQ1MDUuZHlnb2Qub3JnOjQwMTIvuuzJq8XJz7Wjusbw1LQuW9bQ19YuMTAyNLfWsebCyl0vW7Xn07DM7MzDd3d3LmR5MjAxOC5uZXRduuzJq8XJz7Wjusbw1LRIRNbQ19Yucm12Ylpa,红色派系：起源HD中字
thunder://QUFmdHA6Ly9keTpkeUB4bGEueHVuYm8uY2M6MjAwOTkvW9G4wNfPwtTYd3d3Llh1bkJvLkNjXbrsyavFyc+1o7rG8NS0RFZE1tDTosur19Yucm12Ylpa,红色派系：起源DVD中英双字
thunder://QUFlZDJrOi8vfGZpbGV8JWUzJTgwJTkwTE9MJWU3JTk0JWI1JWU1JWJkJWIxJWU1JWE0JWE5JWU1JWEwJTgyd3d3LmxvbGR5dHQuY29tJWUzJTgwJTkxJUU3JUJCJTg4JUU3JUJCJTkzJUU4JTgwJTg1NC5CRDEyODAlRTklQUIlOTglRTYlQjglODUlRTUlOUIlQkQlRTclQjIlQTQlRTglOEIlQjElRTQlQjglODklRTglQUYlQUQlRTQlQjglQUQlRTglOEIlQjElRTUlOEYlOEMlRTUlQUQlOTcubXA0fDE0ODEyMzQ0MDd8OTdFNTMxNTIxOTYzOEQ4QzBCQkUzRjk2QjYyRUM2NUV8aD1YWEs2M1FETlM2TkxJWVhKRjVJUTRMWUNGQ0ZEVlVNV3wvWlo=,终结者4BD1280高清国粤英三语中英双字
thunder://QUFmdHA6Ly9keTEzMS5jb206NnZkeS5jb21AZnRwMS42NmUuY2M6MjEyNS+hvtfu0MK159Owd3d3LjY2ZS5jY6G/1tW94dXfo7q+yMrAvvwotbzR3bz0vK2w5ikuNzIwcC65+tOiy6vT7y5CRNbQ06LLq9fWLm1rdlpa,终结者：救世军(导演剪辑版)720p国英双语BD中英双字
thunder://QUFmdHA6Ly82djo2dkBmdHAxLmthbjY2LmNvbToxMjY5L6G+Nna159Owd3d3LmR5MTMxLmNvbaG/1tW94dXfMjAxOLW80d289LytsOZCRNbQ06LLq9fWMTAyNLjfx+UubWt2Wlo=,终结者2018导演剪辑版BD中英双字1024高清
thunder://QUFlZDJrOi8vfGZpbGV8VGhlLkh1bmdlci5HYW1lcy5Nb2NraW5namF5LlBhcnQuMS4yMDE0LryitvbTzs+3My6zsNCmxPEoyc8pLjcyMHAuQkTW0NOiy6vT79fWxLsubXA0fDE3Nzk0NDY4NjV8YWJlNGMwMDdmZjYyOTY1M2NlOTcxMmRiYzExNDhkMmV8aD1tc2ZzemhseXVrcjdpczZrcDVqNGtrdWxzMnNmeGZja3wvWlo=,The.Hunger.Games.Mockingjay.Part.1.2014.饥饿游戏3.嘲笑鸟(上).720p.BD中英双语字幕
thunder://QUFmdHA6Ly9wOnBAZHguZGwxMjM0LmNvbTo4MDA2L7yitvbTzs+3M7Ow0KbE8SjJzylCRLn606LLq9Pvy6vX1lu159OwzOzMw3d3dy5keTIwMTguY29tXS5ta3ZaWg==,饥饿游戏3嘲笑鸟(上)BD国英双语双字
thunder://QUFlZDJrOi8vfGZpbGV8JUU5JUE1JUE1JUU5JUE1JUJGJUU2JUI4JUI4JUU2JTg4JThGMyVFNSU5OCVCMiVFNyVBQyU5MSVFOSVCOCU5RiglRTQlQjglOEEpLjcyMHAuJUU1JTlCJUJEJUU4JThCJUIxJUU1JThGJThDJUU4JUFGJUFELkJEJUU0JUI4JUFEJUU4JThCJUIxJUU1JThGJThDJUU1JUFEJTk3JUUzJTgwJTkwTE9MJWU3JTk0JWI1JWU1JWJkJWIxJWU1JWE0JWE5JWU1JWEwJTgyd3d3LmxvbGR5dHQuY29tJUUzJTgwJTkxLm1rdnwyMTA1MzUwNjkyfEMwRUI3NDE2QzhGQjhEQTcxNEUwRTkyNEE4QkE2Rjk0fGg9QkJKRUlUNzNDWFM0VzY2S08zU0hURU5KT0ZONlFDM0F8L1pa,饥饿游戏3嘲笑鸟(上)720p国英双语BD中英双字
thunder://QUFodHRwOi8vYnQubG9sZHl0dC5jb20vYnQvob5MT0y159OwzOzMw3d3dy5sb2xkeXR0LmNvbaG/W7vDysDXt9fZXVs3MjBQXVJNVkIudG9ycmVudFpa,[幻世追踪][720P]RMVB.torrent
thunder://QUFodHRwOi8vYnQubG9sZHl0dC5jb20vYnQvob5MT0y159OwzOzMw3d3dy5sb2xkeXR0LmNvbaG/W7vDysDXt9fZXVs3MjBQXS50b3JyZW50Wlo=,[幻世追踪][720P].torrent
thunder://QUFodHRwOi8vYnQubG9sZHl0dC5jb20vYnQvob5MT0y159OwzOzMw3d3dy5sb2xkeXR0LmNvbaG/W7vDysDXt9fZXVsxMDgwUF0udG9ycmVudFpa,[幻世追踪][1080P].torrent
thunder://QUFlZDJrOi8vfGZpbGV8JUU3JUJCJUJGJUU1JUI3JUE4JUU0JUJBJUJBLkJEMTI4MCVFOSVBQiU5OCVFNiVCOCU4NSVFNyU4OSVCOSVFNiU5NSU4OCVFNCVCOCVBRCVFOCU4QiVCMSVFNSU4RiU4QyVFNSVBRCU5Ny5tcDR8MTY5NzM0OTc1MnwyNEE0MkY1QTMxNjM0MDRFQzIwRUUzRjIyOTZDMDIzNnxoPUhMN01PRTdGTkxRNVpKVkRDSlZLVUhUT0lYRVdLWUtIfC9aWg==,绿巨人BD1280高清特效中英双字
thunder://QUFodHRwOi8vYnQubG9sZHl0dC5jb20vYnQvob5MT0y159OwzOzMw3d3dy5sb2xkeXR0LmNvbaG/W8LMvt7Iy7rGv8tdW0JELTcyMFAtTVA0XVvTotPv1tDX1l1btrmw6jYuNbfWXVsyLjFHQl1bMjAwM10udG9ycmVudFpa,[绿巨人浩克][BD-720P-MP4][英语中字][豆瓣6.5分][2.1GB][2003].torrent
thunder://QUFmdHA6Ly9keTpkeUB4bGEueHVuYm8uY2M6MzAwMzMvW9G4wNfPwtTYd3d3Llh1bkJvLkNjXbrsyavFyc+1o7rG8NS0QkQxMjgwuN/H5dbQ06LLq9fWLnJtdmJaWg==,红色派系：起源BD1280高清中英双字
thunder://QUFmdHA6Ly82OjZAZnRwLjY2eXMub3JnOjQ1MDgvob7RuMDXz8LU2Hd3dy5keTEzMS5jb22hv9bVveHV3zS1vNHdvPS8rbDmQkTW0NOiy6vX1jEyODC438flLnJtdmJaWg==,终结者4导演剪辑版BD中英双字1280高清
thunder://QUFmdHA6Ly82OjZAZnRwLjY2eXMub3JnOjQ1MDgvob7RuMDXz8LU2Hd3dy5keTEzMS5jb22hv9bVveHV3zRCRNbQ06LLq9fWMTAyNLjfx+Uucm12Ylpa,终结者4BD中英双字1024高清
thunder://QUFmdHA6Ly90OnRAZHouZGwxMjM0LmNvbTo4MTQ5L9bVveHV3zIwMThCRLn606LLq9Pvy6vX1lu159OwzOzMw3d3dy5keTIwMTguY29tXS5ta3ZaWg==,终结者2018BD国英双语双字
thunder://QUFodHRwOi8vYnQubG9sZHl0dC5jb20vYnQvob5MT0y159OwzOzMw3d3dy5sb2xkeXR0LmNvbaG/W9bVveHV3zIwMThdW7W80d289LytsOZdW0JELTcyMFAtTUtWXVvTotPv1tDX1l1btrmw6jYuN7fWXVsyLjdHQl1bMjAwOV0udG9ycmVudFpa,[终结者2018][导演剪辑版][BD-720P-MKV][英语中字][豆瓣6.7分][2.7GB][2009].torrent
thunder://QUFlZDJrOi8vfGZpbGV8JUU5JUE1JUE1JUU5JUE1JUJGJUU2JUI4JUI4JUU2JTg4JThGMyVFRiVCQyU5QSVFNSU5OCVCMiVFNyVBQyU5MSVFOSVCOCU5RiglRTQlQjglOEEpLkJEJUU1JTlCJUJEJUU4JUFGJUFEJUU5JTg1JThEJUU5JTlGJUIzJUU0JUI4JUFEJUU1JUFEJTk3MTAyNCVFOSVBQiU5OCVFNiVCOCU4NSVFMyU4MCU5MExPTCVlNyU5NCViNSVlNSViZCViMSVlNSVhNCVhOSVlNSVhMCU4Mnd3dy5sb2xkeXR0LmNvbSVFMyU4MCU5MS5ybXZifDEzOTUyNzIzODZ8M0YwREExQkM3NjI5RDVFNUMyNTdFMDRBNjZBMDY4RER8aD1aQk1OVzdLVDZOUE4zSlQyWUxFS0dRQVdDWlBLUkJMSnwvWlo=,饥饿游戏3：嘲笑鸟(上)BD国语配音中字1024高清
thunder://QUFodHRwOi8vYnQubG9sZHl0dC5jb20vYnQvob5MT0y159OwzOzMw3d3dy5sb2xkeXR0LmNvbaG/W7yitvbTzs+3M6O6s7DQpsTxKMnPKV1bNzIwUF0udG9ycmVudFpa,[饥饿游戏3：嘲笑鸟(上)][720P].torrent
thunder://QUFmdHA6Ly9keWdvZDE6ZHlnb2QxQGQxMzUuZHlnb2Qub3JnOjcwMTUvudi8/LXaNLrFLlvW0NOiy6vX1i4xMDI0t9ax5sLKXS9btefTsMzszMN3d3cuZHkyMDE4Lm5ldF252Lz8tdo0usVCRNbQ06LLq9fWLnJtdmJaWg==,关键第4号BD中英双字
thunder://QUFmdHA6Ly9keTpkeUB4bGEueHVuYm8uY2M6MTAxNjgvW9G4wNfPwtTYd3d3Llh1bkJvLkNjXbnYvPy12jS6xURWRNbQ06LLq9fWLnJtdmJaWg==,关键第4号DVD中英双字
thunder://QUFmdHA6Ly9keTpkeUB4bGEueHVuYm8uY2M6MjAwNzMvW9G4wNfPwtTYd3d3Llh1bkJvLkNjXbnYvPy12jS6xUJEMTAyNLjfx+XW0NOiy6vX1tDe1f0ucm12Ylpa,关键第4号BD1024高清中英双字修正
thunder://QUFmdHA6Ly9keTpkeUB4bGEueHVuYm8uY2M6MjAyOTQvW9G4wNfPwtTYd3d3Llh1bkJvLkNjXcWm1LzWrtW9tdq2/szsRFZE06LT79bQ19Yucm12Ylpa,纽约之战第二天DVD英语中字
thunder://QUFodHRwOi8vYnQubG9sZHl0dC5jb20vYnQvob5MT0y159OwzOzMw3d3dy5sb2xkeXR0LmNvbaG/W8Wm1LzWrtW9tdq2/szsXVtEVkQtUk1WQl1b06LT79bQ19ZdW7a5sOoyLjS31l1bNDAyTUJdWzIwMTFdLnRvcnJlbnRaWg==,[纽约之战第二天][DVD-RMVB][英语中字][豆瓣2.4分][402MB][2011].torrent
thunder://QUFmdHA6Ly9keWdvZDI6ZHlnb2QyQGQwOTEuZHlnb2Qub3JnOjEwMDEvs6y8tjguW9bQ06LLq9fWLjEwMjS31rHmwspdL1u159OwzOzMwy13d3cuZHkyMDE4Lm5ldF2zrLy2OEJE1tDTosur19Yucm12Ylpa,超级8BD中英双字
thunder://QUFodHRwOi8vZG93bi4zM2suY2M6NDEzMzcvW9G4wNfPwtTYWHVuQm8uQ2Nd0uy0ztSquqe/zURWRLn60+/F5NL01tDX1i5ybXZiWlo=,异次元骇客DVD国语配音中字
thunder://QUFmdHA6Ly9keTpkeUB4bGEuMnR1LmNjOjIwNDUzL1vRuMDXz8LU2Hd3dy4ydHUuY2Nd0uy0ztSquqe/zS5CRDEwMjS438fl1tDTosur19Yucm12Ylpa,异次元骇客BD1024高清中英双字
thunder://QUFmdHA6Ly9keTpkeUB4bGEueHVuYm8uY2M6MjAxMDMvW9G4wNfPwtTYd3d3Llh1bkJvLkNjXbrsyavFyc+1o7rG8NS0SERUVjEwMjS438fl06LT79bQ19Yucm12Ylpa,红色派系：起源HDTV1024高清英语中字
thunder://QUFodHRwOi8vYnQubG9sZHl0dC5jb20vYnQvob5MT0y159OwzOzMw3d3dy5sb2xkeXR0LmNvbaG/W7rsyavFyc+1o7rG8NS0XVtCRC03MjBQLVJNVkJdW9Oi0+/W0NfWXVu2ubDqNC42t9ZdWzkyNE1CXVsyMDExXS50b3JyZW50Wlo=,[红色派系：起源][BD-720P-RMVB][英语中字][豆瓣4.6分][924MB][2011].torrent
thunder://QUFodHRwOi8vYnQubG9sZHl0dC5jb20vYnQvob5MT0y159OwzOzMw3d3dy5sb2xkeXR0LmNvbaG/W7rsyavFyc+1o7rG8NS0XVtCRC03MjBQLU1LVl1b06LT79bQ19ZdW7a5sOo0Lja31l1bMi4wR0JdWzIwMTFdLnRvcnJlbnRaWg==,[红色派系：起源][BD-720P-MKV][英语中字][豆瓣4.6分][2.0GB][2011].torrent
